,timestamp,cartservice.csv
0,2023-08-23 04:17:02,0
1,2023-08-23 04:17:07,0
2,2023-08-23 04:17:12,0
3,2023-08-23 04:17:17,0
4,2023-08-23 04:17:22,0
5,2023-08-23 04:17:27,0
6,2023-08-23 04:17:32,0
7,2023-08-23 04:17:37,0
8,2023-08-23 04:17:42,0
9,2023-08-23 04:17:47,0
10,2023-08-23 04:17:52,0
11,2023-08-23 04:17:57,0
12,2023-08-23 04:18:02,0
13,2023-08-23 04:18:07,0
14,2023-08-23 04:18:12,0
15,2023-08-23 04:18:17,0
16,2023-08-23 04:18:22,0
17,2023-08-23 04:18:27,0
18,2023-08-23 04:18:32,0
19,2023-08-23 04:18:37,0
20,2023-08-23 04:18:42,0
21,2023-08-23 04:18:47,0
22,2023-08-23 04:18:52,0
23,2023-08-23 04:18:57,0
24,2023-08-23 04:19:02,0
25,2023-08-23 04:19:07,0
26,2023-08-23 04:19:12,0
27,2023-08-23 04:19:17,0
28,2023-08-23 04:19:22,0
29,2023-08-23 04:19:27,0
30,2023-08-23 04:19:32,0
31,2023-08-23 04:19:37,0
32,2023-08-23 04:19:42,0
33,2023-08-23 04:19:47,0
34,2023-08-23 04:19:52,0
35,2023-08-23 04:19:57,0
36,2023-08-23 04:20:02,0
37,2023-08-23 04:20:07,0
38,2023-08-23 04:20:12,0
39,2023-08-23 04:20:17,0
40,2023-08-23 04:20:22,0
41,2023-08-23 04:20:27,0
42,2023-08-23 04:20:32,0
43,2023-08-23 04:20:37,0
44,2023-08-23 04:20:42,0
45,2023-08-23 04:20:47,0
46,2023-08-23 04:20:52,0
47,2023-08-23 04:20:57,0
48,2023-08-23 04:21:02,0
49,2023-08-23 04:21:07,0
50,2023-08-23 04:21:12,0
51,2023-08-23 04:21:17,0
52,2023-08-23 04:21:22,0
53,2023-08-23 04:21:27,0
54,2023-08-23 04:21:32,0
55,2023-08-23 04:21:37,0
56,2023-08-23 04:21:42,0
57,2023-08-23 04:21:47,0
58,2023-08-23 04:21:52,0
59,2023-08-23 04:21:57,0
60,2023-08-23 04:22:02,0
61,2023-08-23 04:22:07,0
62,2023-08-23 04:22:12,0
63,2023-08-23 04:22:17,0
64,2023-08-23 04:22:22,0
65,2023-08-23 04:22:27,0
66,2023-08-23 04:22:32,0
67,2023-08-23 04:22:37,0
68,2023-08-23 04:22:42,0
69,2023-08-23 04:22:47,0
70,2023-08-23 04:22:52,0
71,2023-08-23 04:22:57,0
72,2023-08-23 04:23:02,0
73,2023-08-23 04:23:07,0
74,2023-08-23 04:23:12,0
75,2023-08-23 04:23:17,0
76,2023-08-23 04:23:22,0
77,2023-08-23 04:23:27,0
78,2023-08-23 04:23:32,0
79,2023-08-23 04:23:37,0
80,2023-08-23 04:23:42,0
81,2023-08-23 04:23:47,0
82,2023-08-23 04:23:52,0
83,2023-08-23 04:23:57,0
84,2023-08-23 04:24:02,0
85,2023-08-23 04:24:07,0
86,2023-08-23 04:24:12,0
87,2023-08-23 04:24:17,0
88,2023-08-23 04:24:22,0
89,2023-08-23 04:24:27,0
90,2023-08-23 04:24:32,0
91,2023-08-23 04:24:37,0
92,2023-08-23 04:24:42,0
93,2023-08-23 04:24:47,0
94,2023-08-23 04:24:52,0
95,2023-08-23 04:24:57,0
96,2023-08-23 04:25:02,0
97,2023-08-23 04:25:07,0
98,2023-08-23 04:25:12,0
99,2023-08-23 04:25:17,0
100,2023-08-23 04:25:22,0
101,2023-08-23 04:25:27,0
102,2023-08-23 04:25:32,0
103,2023-08-23 04:25:37,0
104,2023-08-23 04:25:42,0
105,2023-08-23 04:25:47,0
106,2023-08-23 04:25:52,0
107,2023-08-23 04:25:57,0
108,2023-08-23 04:26:02,0
109,2023-08-23 04:26:07,0
110,2023-08-23 04:26:12,0
111,2023-08-23 04:26:17,0
112,2023-08-23 04:26:22,0
113,2023-08-23 04:26:27,0
114,2023-08-23 04:26:32,0
115,2023-08-23 04:26:37,0
116,2023-08-23 04:26:42,0
117,2023-08-23 04:26:47,0
118,2023-08-23 04:26:52,0
119,2023-08-23 04:26:57,0
120,2023-08-23 04:27:02,0
