,timestamp,cartservice.csv
0,2023-08-22 05:58:32,0
1,2023-08-22 05:58:37,0
2,2023-08-22 05:58:42,0
3,2023-08-22 05:58:47,0
4,2023-08-22 05:58:52,0
5,2023-08-22 05:58:57,0
6,2023-08-22 05:59:02,0
7,2023-08-22 05:59:07,0
8,2023-08-22 05:59:12,0
9,2023-08-22 05:59:17,0
10,2023-08-22 05:59:22,0
11,2023-08-22 05:59:27,0
12,2023-08-22 05:59:32,0
13,2023-08-22 05:59:37,0
14,2023-08-22 05:59:42,0
15,2023-08-22 05:59:47,0
16,2023-08-22 05:59:52,0
17,2023-08-22 05:59:57,0
18,2023-08-22 06:00:02,0
19,2023-08-22 06:00:07,0
20,2023-08-22 06:00:12,0
21,2023-08-22 06:00:17,0
22,2023-08-22 06:00:22,0
23,2023-08-22 06:00:27,0
24,2023-08-22 06:00:32,0
25,2023-08-22 06:00:37,0
26,2023-08-22 06:00:42,0
27,2023-08-22 06:00:47,0
28,2023-08-22 06:00:52,0
29,2023-08-22 06:00:57,0
30,2023-08-22 06:01:02,0
31,2023-08-22 06:01:07,0
32,2023-08-22 06:01:12,0
33,2023-08-22 06:01:17,0
34,2023-08-22 06:01:22,0
35,2023-08-22 06:01:27,0
36,2023-08-22 06:01:32,0
37,2023-08-22 06:01:37,0
38,2023-08-22 06:01:42,0
39,2023-08-22 06:01:47,0
40,2023-08-22 06:01:52,0
41,2023-08-22 06:01:57,0
42,2023-08-22 06:02:02,0
43,2023-08-22 06:02:07,0
44,2023-08-22 06:02:12,0
45,2023-08-22 06:02:17,0
46,2023-08-22 06:02:22,0
47,2023-08-22 06:02:27,0
48,2023-08-22 06:02:32,0
49,2023-08-22 06:02:37,0
50,2023-08-22 06:02:42,0
51,2023-08-22 06:02:47,0
52,2023-08-22 06:02:52,0
53,2023-08-22 06:02:57,0
54,2023-08-22 06:03:02,0
55,2023-08-22 06:03:07,0
56,2023-08-22 06:03:12,0
57,2023-08-22 06:03:17,1
58,2023-08-22 06:03:22,0
59,2023-08-22 06:03:27,0
60,2023-08-22 06:03:32,0
61,2023-08-22 06:03:37,0
62,2023-08-22 06:03:42,0
63,2023-08-22 06:03:47,0
64,2023-08-22 06:03:52,0
65,2023-08-22 06:03:57,0
66,2023-08-22 06:04:02,0
67,2023-08-22 06:04:07,0
68,2023-08-22 06:04:12,0
69,2023-08-22 06:04:17,0
70,2023-08-22 06:04:22,0
71,2023-08-22 06:04:27,0
72,2023-08-22 06:04:32,0
73,2023-08-22 06:04:37,0
74,2023-08-22 06:04:42,0
75,2023-08-22 06:04:47,0
76,2023-08-22 06:04:52,0
77,2023-08-22 06:04:57,0
78,2023-08-22 06:05:02,0
79,2023-08-22 06:05:07,0
80,2023-08-22 06:05:12,0
81,2023-08-22 06:05:17,0
82,2023-08-22 06:05:22,0
83,2023-08-22 06:05:27,0
84,2023-08-22 06:05:32,0
85,2023-08-22 06:05:37,0
86,2023-08-22 06:05:42,0
87,2023-08-22 06:05:47,0
88,2023-08-22 06:05:52,0
89,2023-08-22 06:05:57,0
90,2023-08-22 06:06:02,0
91,2023-08-22 06:06:07,0
92,2023-08-22 06:06:12,0
93,2023-08-22 06:06:17,0
94,2023-08-22 06:06:22,0
95,2023-08-22 06:06:27,0
96,2023-08-22 06:06:32,0
97,2023-08-22 06:06:37,0
98,2023-08-22 06:06:42,0
99,2023-08-22 06:06:47,0
100,2023-08-22 06:06:52,0
101,2023-08-22 06:06:57,0
102,2023-08-22 06:07:02,0
103,2023-08-22 06:07:07,0
104,2023-08-22 06:07:12,0
105,2023-08-22 06:07:17,0
106,2023-08-22 06:07:22,0
107,2023-08-22 06:07:27,0
108,2023-08-22 06:07:32,0
109,2023-08-22 06:07:37,0
110,2023-08-22 06:07:42,0
111,2023-08-22 06:07:47,0
112,2023-08-22 06:07:52,0
113,2023-08-22 06:07:57,1
114,2023-08-22 06:08:02,0
115,2023-08-22 06:08:07,0
116,2023-08-22 06:08:12,0
117,2023-08-22 06:08:17,0
118,2023-08-22 06:08:22,0
119,2023-08-22 06:08:27,0
120,2023-08-22 06:08:32,0
