,timestamp,cartservice.csv
0,2023-08-23 04:49:04,0
1,2023-08-23 04:49:09,0
2,2023-08-23 04:49:14,0
3,2023-08-23 04:49:19,0
4,2023-08-23 04:49:24,0
5,2023-08-23 04:49:29,0
6,2023-08-23 04:49:34,0
7,2023-08-23 04:49:39,0
8,2023-08-23 04:49:44,0
9,2023-08-23 04:49:49,0
10,2023-08-23 04:49:54,0
11,2023-08-23 04:49:59,0
12,2023-08-23 04:50:04,0
13,2023-08-23 04:50:09,0
14,2023-08-23 04:50:14,0
15,2023-08-23 04:50:19,0
16,2023-08-23 04:50:24,0
17,2023-08-23 04:50:29,0
18,2023-08-23 04:50:34,0
19,2023-08-23 04:50:39,0
20,2023-08-23 04:50:44,0
21,2023-08-23 04:50:49,0
22,2023-08-23 04:50:54,0
23,2023-08-23 04:50:59,0
24,2023-08-23 04:51:04,1
25,2023-08-23 04:51:09,0
26,2023-08-23 04:51:14,0
27,2023-08-23 04:51:19,0
28,2023-08-23 04:51:24,0
29,2023-08-23 04:51:29,0
30,2023-08-23 04:51:34,0
31,2023-08-23 04:51:39,0
32,2023-08-23 04:51:44,0
33,2023-08-23 04:51:49,0
34,2023-08-23 04:51:54,0
35,2023-08-23 04:51:59,0
36,2023-08-23 04:52:04,0
37,2023-08-23 04:52:09,0
38,2023-08-23 04:52:14,0
39,2023-08-23 04:52:19,0
40,2023-08-23 04:52:24,0
41,2023-08-23 04:52:29,0
42,2023-08-23 04:52:34,0
43,2023-08-23 04:52:39,0
44,2023-08-23 04:52:44,0
45,2023-08-23 04:52:49,0
46,2023-08-23 04:52:54,0
47,2023-08-23 04:52:59,0
48,2023-08-23 04:53:04,0
49,2023-08-23 04:53:09,0
50,2023-08-23 04:53:14,0
51,2023-08-23 04:53:19,0
52,2023-08-23 04:53:24,0
53,2023-08-23 04:53:29,0
54,2023-08-23 04:53:34,0
55,2023-08-23 04:53:39,0
56,2023-08-23 04:53:44,0
57,2023-08-23 04:53:49,0
58,2023-08-23 04:53:54,0
59,2023-08-23 04:53:59,0
60,2023-08-23 04:54:04,0
61,2023-08-23 04:54:09,0
62,2023-08-23 04:54:14,0
63,2023-08-23 04:54:19,0
64,2023-08-23 04:54:24,0
65,2023-08-23 04:54:29,0
66,2023-08-23 04:54:34,0
67,2023-08-23 04:54:39,0
68,2023-08-23 04:54:44,0
69,2023-08-23 04:54:49,0
70,2023-08-23 04:54:54,0
71,2023-08-23 04:54:59,0
72,2023-08-23 04:55:04,0
73,2023-08-23 04:55:09,0
74,2023-08-23 04:55:14,0
75,2023-08-23 04:55:19,0
76,2023-08-23 04:55:24,0
77,2023-08-23 04:55:29,0
78,2023-08-23 04:55:34,0
79,2023-08-23 04:55:39,0
80,2023-08-23 04:55:44,0
81,2023-08-23 04:55:49,0
82,2023-08-23 04:55:54,0
83,2023-08-23 04:55:59,0
84,2023-08-23 04:56:04,0
85,2023-08-23 04:56:09,0
86,2023-08-23 04:56:14,0
87,2023-08-23 04:56:19,0
88,2023-08-23 04:56:24,0
89,2023-08-23 04:56:29,0
90,2023-08-23 04:56:34,0
91,2023-08-23 04:56:39,0
92,2023-08-23 04:56:44,0
93,2023-08-23 04:56:49,0
94,2023-08-23 04:56:54,0
95,2023-08-23 04:56:59,0
96,2023-08-23 04:57:04,0
97,2023-08-23 04:57:09,0
98,2023-08-23 04:57:14,0
99,2023-08-23 04:57:19,0
100,2023-08-23 04:57:24,0
101,2023-08-23 04:57:29,0
102,2023-08-23 04:57:34,0
103,2023-08-23 04:57:39,0
104,2023-08-23 04:57:44,0
105,2023-08-23 04:57:49,0
106,2023-08-23 04:57:54,0
107,2023-08-23 04:57:59,0
108,2023-08-23 04:58:04,0
109,2023-08-23 04:58:09,0
110,2023-08-23 04:58:14,0
111,2023-08-23 04:58:19,0
112,2023-08-23 04:58:24,0
113,2023-08-23 04:58:29,0
114,2023-08-23 04:58:34,0
115,2023-08-23 04:58:39,0
116,2023-08-23 04:58:44,0
117,2023-08-23 04:58:49,0
118,2023-08-23 04:58:54,0
119,2023-08-23 04:58:59,0
120,2023-08-23 04:59:04,0
