,timestamp,carts.csv
0,2023-08-24 07:34:20,0
1,2023-08-24 07:34:25,0
2,2023-08-24 07:34:30,0
3,2023-08-24 07:34:35,0
4,2023-08-24 07:34:40,0
5,2023-08-24 07:34:45,0
6,2023-08-24 07:34:50,0
7,2023-08-24 07:34:55,0
8,2023-08-24 07:35:00,0
9,2023-08-24 07:35:05,0
10,2023-08-24 07:35:10,0
11,2023-08-24 07:35:15,0
12,2023-08-24 07:35:20,0
13,2023-08-24 07:35:25,0
14,2023-08-24 07:35:30,0
15,2023-08-24 07:35:35,0
16,2023-08-24 07:35:40,0
17,2023-08-24 07:35:45,0
18,2023-08-24 07:35:50,0
19,2023-08-24 07:35:55,0
20,2023-08-24 07:36:00,0
21,2023-08-24 07:36:05,0
22,2023-08-24 07:36:10,0
23,2023-08-24 07:36:15,0
24,2023-08-24 07:36:20,0
25,2023-08-24 07:36:25,0
26,2023-08-24 07:36:30,0
27,2023-08-24 07:36:35,0
28,2023-08-24 07:36:40,0
29,2023-08-24 07:36:45,0
30,2023-08-24 07:36:50,0
31,2023-08-24 07:36:55,0
32,2023-08-24 07:37:00,0
33,2023-08-24 07:37:05,0
34,2023-08-24 07:37:10,0
35,2023-08-24 07:37:15,0
36,2023-08-24 07:37:20,0
37,2023-08-24 07:37:25,0
38,2023-08-24 07:37:30,0
39,2023-08-24 07:37:35,0
40,2023-08-24 07:37:40,0
41,2023-08-24 07:37:45,0
42,2023-08-24 07:37:50,0
43,2023-08-24 07:37:55,0
44,2023-08-24 07:38:00,0
45,2023-08-24 07:38:05,0
46,2023-08-24 07:38:10,0
47,2023-08-24 07:38:15,0
48,2023-08-24 07:38:20,0
49,2023-08-24 07:38:25,0
50,2023-08-24 07:38:30,0
51,2023-08-24 07:38:35,0
52,2023-08-24 07:38:40,0
53,2023-08-24 07:38:45,0
54,2023-08-24 07:38:50,0
55,2023-08-24 07:38:55,0
56,2023-08-24 07:39:00,0
57,2023-08-24 07:39:05,0
58,2023-08-24 07:39:10,0
59,2023-08-24 07:39:15,0
60,2023-08-24 07:39:20,0
61,2023-08-24 07:39:25,0
62,2023-08-24 07:39:30,0
63,2023-08-24 07:39:35,0
64,2023-08-24 07:39:40,0
65,2023-08-24 07:39:45,0
66,2023-08-24 07:39:50,0
67,2023-08-24 07:39:55,0
68,2023-08-24 07:40:00,0
69,2023-08-24 07:40:05,0
70,2023-08-24 07:40:10,0
71,2023-08-24 07:40:15,0
72,2023-08-24 07:40:20,0
73,2023-08-24 07:40:25,0
74,2023-08-24 07:40:30,0
75,2023-08-24 07:40:35,0
76,2023-08-24 07:40:40,0
77,2023-08-24 07:40:45,0
78,2023-08-24 07:40:50,0
79,2023-08-24 07:40:55,0
80,2023-08-24 07:41:00,0
81,2023-08-24 07:41:05,0
82,2023-08-24 07:41:10,0
83,2023-08-24 07:41:15,0
84,2023-08-24 07:41:20,0
85,2023-08-24 07:41:25,0
86,2023-08-24 07:41:30,0
87,2023-08-24 07:41:35,0
88,2023-08-24 07:41:40,0
89,2023-08-24 07:41:45,0
90,2023-08-24 07:41:50,0
91,2023-08-24 07:41:55,0
92,2023-08-24 07:42:00,0
93,2023-08-24 07:42:05,0
94,2023-08-24 07:42:10,0
95,2023-08-24 07:42:15,0
96,2023-08-24 07:42:20,0
97,2023-08-24 07:42:25,0
98,2023-08-24 07:42:30,0
99,2023-08-24 07:42:35,0
100,2023-08-24 07:42:40,0
101,2023-08-24 07:42:45,0
102,2023-08-24 07:42:50,0
103,2023-08-24 07:42:55,0
104,2023-08-24 07:43:00,0
105,2023-08-24 07:43:05,0
106,2023-08-24 07:43:10,0
107,2023-08-24 07:43:15,0
108,2023-08-24 07:43:20,0
109,2023-08-24 07:43:25,0
110,2023-08-24 07:43:30,0
111,2023-08-24 07:43:35,0
112,2023-08-24 07:43:40,0
113,2023-08-24 07:43:45,0
114,2023-08-24 07:43:50,0
115,2023-08-24 07:43:55,0
116,2023-08-24 07:44:00,0
117,2023-08-24 07:44:05,0
118,2023-08-24 07:44:10,0
119,2023-08-24 07:44:15,0
120,2023-08-24 07:44:20,0
